;;;;;;;;Office_Country_Code;; 
Z93VN1;1442252288;nan;40;2457233;CZK;1444765952;AMM;AE;DXB;4.82
ZSX4P0;1439363584;nan;20;2457196;BRL;1440687616;BSB;BR;GRU;0.02
YFRPNQ;1439368320;nan;40;2457165;USD;1437000064;MNL;AE;AUH;0.11
QKAY45;1442948864;L;40;2457127;EUR;1441381888;CDG;FR;CAG;8.35
WYEGO8;1442402432;B;30;2457234;SEK;1442574464;AMS;SE;GOT;4403.81
3XRSHN;1418239488;nan;40;2456894;NOK;1416214528;FCO;US;JFK;2380210.5
J12YR3;1400167936;nan;40;2456632;CHF;1399039232;VIE;CH;GVA;0.01
V56Y6U;1422820608;nan;40;2456985;SEK;1420365696;PVG;SE;ARN;0.13
BWL3CK;1461292672;nan;40;2457381;GBP;1459653504;ARN;PT;OPO;0.03
1PQYII;1451351552;B;40;2457334;EUR;1451925376;ATH;GR;SKG;0.03
1GVRK5;1436395776;nan;40;2457190;HUF;1437879424;ARN;HR;ZAG;10.88
HO1RAD;1439818368;nan;40;2457144;EUR;1440623232;JED;FR;ZRH;0.01
8X9TWX;1404936576;nan;40;2456617;EUR;1400814336;LIS;DE;FRA;0.08
3VSBZ7;1440369664;nan;40;2457164;EUR;1439579008;KIX;ES;MAD;2.74
KOZ0VB;1414028416;nan;40;2456894;EUR;1416197760;KWI;CL;IAD;0.03
3021UO;1439938944;nan;40;2457239;EUR;1438866304;SVO;DE;FRA;4403.81
49GUGA;1442002816;nan;40;2457171;DKK;1438957824;LAX;DK;BLL;104.29
162MB7;1445180416;nan;20;2457221;AUD;1444904576;PVG;AU;SYD;0.04
Q9O1U7;1399331840;nan;40;2456678;EUR;1399489280;LCA;FI;HEL;3.69
UX4NEL;1438540672;nan;40;2457206;EUR;1439425664;HER;GR;ATH;0.02
6JT3IQ;1416985472;nan;40;2456873;SEK;1415492352;BKK;SE;ARN;4403.81
LX6H56;1410585600;nan;20;2456880;CZK;1411853440;AMM;DK;PRG;13206.31
S5R3NC;1455003904;nan;40;2457300;EUR;1454211712;LAX;ES;MAD;0.67
GSXLMS;1439203328;nan;40;2457132;EUR;1436376960;TXL;FR;HEL;0.01
VQIKIQ;1436919552;nan;40;2457185;SEK;1435607680;ARN;SE;CPH;0.01
LFYUQC;1437692160;nan;40;2457202;EUR;1439389184;ATH;FR;GVA;3.83
HVJMFH;1443522816;nan;40;2457218;EUR;1443030784;FCO;IT;CDG;7043.07
OY2YIR;1413074304;nan;40;2456911;EUR;1412895232;ATH;FR;GVA;1.0
EB1RIA;1439450112;nan;40;2457258;EUR;1440846336;LHR;DE;TXL;4403.81
EDXDU2;1439840768;nan;40;2457227;EUR;1439880960;CMN;FR;CDG;0.6
2LN43F;1418607744;nan;40;2456983;EUR;1415719552;IST;ES;CDG;4403.81
ZF9UMD;1438523648;nan;40;2457234;USD;1440109312;FLN;BR;BSB;0.07
7BAZSB;1439037056;nan;40;2457138;EUR;1439166592;FLR;GR;JFK;145465.8
CRZTZK;1453635456;nan;40;2457167;BRL;1447454464;FOR;BR;GRU;4403.81
L8JY0N;1434191232;nan;40;2457074;EUR;1432546176;BRU;GR;ATH;0.01
ZJ2JEY;1412809216;nan;40;2456830;EUR;1411666560;FNC;FR;LIS;5.08
3ON4UR;1397414784;nan;40;2456737;EUR;1396580736;FCO;FR;ORY;3265.95
JEQYWN;1455193344;nan;40;2457384;ZAR;1453004672;HAM;DE;STR;0.01
JWXC7J;1438019072;nan;40;2457220;BRL;1439879296;BSB;MA;CMN;0.31
SJU0RU;1417921664;nan;40;2456890;SEK;1415618944;AGP;SE;ARN;6.37
TZ3I33;1428692352;nan;40;2457060;SEK;1426029440;ARN;SE;ARN;14.26
QDQOAS;1412686464;nan;20;2456915;AUD;1415077376;EZE;UY;MVD;0.01
ZGZGDY;1422825344;nan;40;2457105;EUR;1420150144;FCO;ES;LPA;1.03
ETYTV4;1437685888;nan;40;2457143;USD;1436764800;AMM;SA;DXB;688.72
RWV8YF;1447710720;nan;40;2457252;INR;1445072768;CDG;SE;CPH;0.01
C6SXHK;1414383232;nan;40;2456951;EUR;1415162240;IST;IL;PRG;1.84
SSDIY7;1417124992;nan;40;2456838;EUR;1412056704;PEI;FR;MUC;56.29
QO94LF;1415251072;nan;40;2456966;EUR;1417627648;SVG;FI;BIL;1.16
YT6D5T;1398189184;nan;40;2456664;EUR;1398062208;ATH;FR;CDG;77395.9
DTZMD1;1405090944;nan;40;2456732;EUR;1403388672;HAN;BE;BRU;0.02
KRF6XF;1431993344;nan;40;2457103;ZAR;1432145024;CPT;ZA;JNB;48.45
3NQ3HI;1438017024;nan;40;2457234;COP;1438802304;COK;CO;BOG;0.03
4XHCP3;1443291776;nan;40;2457235;EUR;1443908736;CRD;ES;BCN;0.02
79J95H;1439651456;nan;40;2457146;AUD;1432784000;ISB;AU;MEL;4.44
POZZIW;1454981632;nan;40;2457320;EUR;1450904192;LPA;ES;MAD;0.1
NIP9PM;1440963072;nan;40;2457268;HKD;1440311424;BOG;PA;RUH;0.02
N9BQQR;1440750208;B;40;2457205;EUR;1442217728;CPH;GR;TRD;0.34
45X75T;1445492480;nan;40;2457214;SEK;1443984256;BLQ;SE;GOT;0.02
L2SWIB;1427000832;nan;40;2457071;SAR;1424820096;CPH;QA;VIE;3.74
G8T9HL;1430046848;nan;40;2457039;EUR;1428769024;SVO;ES;MAD;0.02
ZK0ZB1;1416386816;nan;40;2456924;EUR;1413114496;LIS;ES;MAD;0.18
8E3BTB;1425136640;L;20;2457084;CHF;1426016128;CWB;CH;GRU;0.01
FTW6G6;1415604992;nan;40;2456960;XOF;1417172480;ATH;LV;RIX;232.71
9POS07;1441802240;nan;30;2457215;USD;1442366848;LAX;IL;KRS;1075.32
ATZZFG;1443364608;nan;40;2457266;BRL;1442917504;NAT;BR;CGH;4403.81
NI907M;1439918464;nan;40;2457191;BRL;1439278336;NCE;FR;ORY;129.52
2TGE7D;1404498432;nan;40;2456848;EUR;1406211840;LJU;PT;ORY;6649.65
KDLN3E;1443780992;nan;40;2457165;EUR;1442677248;LUV;FR;CAI;0.73
SORKHF;1439792000;nan;40;2457165;USD;1438312576;MSY;HR;UIO;0.43
RMM8L7;1418931584;nan;20;2457012;EUR;1419056384;GIG;CH;ZRH;0.42
BLW0MY;1399702912;nan;20;2456717;EUR;1399593216;SKG;DE;HAM;4403.81
5SUA9P;1441859712;nan;40;2457157;USD;1439543552;ALB;US;LAX;0.52
1IUNOI;1440713984;nan;40;2457150;SEK;1440305792;LHR;FR;GOT;1.33
S9OVRA;1439024768;L;40;2457150;SAR;1437869824;POA;SA;DMM;3.12
VHJ5UZ;1445267584;nan;40;2457258;EUR;1444330496;ATH;FR;CDG;2614056.75
Q2TLU6;1432372480;B;40;2457136;USD;1434547328;ATH;GR;PRG;6223.76
N0707Q;1413683072;nan;40;2456861;SEK;1410877824;SYD;SE;ARN;9.52
KR9U89;1441970432;nan;40;2457158;EUR;1438546688;MXP;FR;MRS;0.03
9RXSKL;1394905984;nan;40;2456669;EUR;1395528320;CDG;FR;FCO;12.55
XZWEG1;1431228800;nan;40;2457111;EUR;1428447744;EDI;ES;MAD;0.9
E4OB5I;1424604928;nan;40;2456874;EUR;1421875328;DUS;DE;HAM;4403.81
OTJ2S6;1419960832;nan;40;2456927;SAR;1418535168;DAC;FI;HEL;774.12
X28QBN;1447831296;nan;40;2457276;EUR;1446704896;CDG;FR;LYS;4403.81
UH87XV;1439580160;B;30;2457160;DKK;1439475968;SVO;DK;HAM;0.13
V2JRD5;1401579264;nan;40;2456788;EUR;1399147904;LIS;ES;ALC;0.07
MKRKL9;1435669248;L;40;2457142;GBP;1436584576;DBV;ZA;JNB;4403.81
3QLLQJ;1415624320;L;40;2456766;DKK;1413803648;PEI;DK;BLL;5.3
HIEHYK;1419071744;nan;40;2456914;BRL;1417500160;NCE;LV;RIX;0.48
OW3FJN;1409354496;nan;40;2456912;EUR;1410826368;SOF;DE;BKK;0.51
7Z6TAU;1422875520;nan;30;2457055;SEK;1424401152;FLR;GB;ARN;0.11
GQOFG9;1446933760;B;40;2457302;EUR;1446242048;LGW;US;VIE;403.67
4EFRXM;1438611584;L;40;2457088;SAR;1435894656;JED;SA;CAI;0.15
Z0LCZR;1430747648;nan;20;2457119;EUR;1430644352;AMS;FR;CDG;0.15
6WNTB5;1401205120;nan;30;2456774;NOK;1400262144;BGO;NO;OSL;20.37
56DGTQ;1438494336;nan;40;2457187;GBP;1439178496;DBV;GB;LHR;0.98
5RIFV8;1411774208;nan;40;2456899;EUR;1411345408;BOD;FR;ORY;0.63
WSN0P4;1438631552;L;40;2457218;USD;1439518592;RUH;IL;TLV;0.43
UA4CJQ;1439274752;nan;40;2457181;EUR;1440139904;LAD;CH;PRG;0.13
DNMV21;1436307072;nan;40;2457187;CZK;1436734464;VCE;GR;ATH;1.6
ROUIH5;1410063360;nan;40;2456972;EUR;1411916288;MLA;DK;LCA;1.08
CRN5H1;1440547328;nan;40;2457173;EUR;1439369728;BEY;FI;JED;0.35
GEKSMO;1447900416;nan;40;2457349;SAR;1446581504;ISB;SA;JED;10.61
DVZWQX;1431707520;B;30;2457183;NOK;1432744960;SVG;NO;OSL;0.9
GNJL2I;1442069504;nan;40;2457279;EUR;1442317696;FCO;ES;AGP;1338.17
F8N10U;1439539072;B;40;2457226;SAR;1440684800;CCJ;SA;DOH;0.2
JTQR35;1440184960;nan;40;2457220;SAR;1440978560;RUH;SA;JED;0.66
WWXWGZ;1406431744;nan;40;2456748;EUR;1403856512;PEE;FR;ORY;13.42
20HQN6;1421564032;nan;40;2456887;EUR;1419060736;PMI;FR;ORY;0.01
6P76I2;1442842368;nan;40;2457197;EUR;1441646336;FCO;IT;LAX;401.44
IX7IU3;1437671424;nan;40;2457181;EUR;1436569088;NCE;RU;SVO;8.36
EFO7FJ;1406154112;nan;40;2456661;EUR;1405224448;AJA;FR;ORY;3.72
0U0B0N;1431673472;nan;40;2457120;ZAR;1431752576;BOO;NO;JNB;0.03
LK0J75;1444711936;nan;40;2457086;EUR;1439749120;PVG;AR;EZE;2.97
NJK4QV;1403978112;nan;20;2456698;EUR;1402982400;JNB;DE;HAJ;2.26
GQ5G4R;1437943680;nan;40;2457254;NOK;1438882048;WAW;NO;JFK;75252.86
687RIT;1436872704;nan;40;2457189;EUR;1439218688;EZE;ES;MAD;4403.81
ZUE5PX;1440382592;nan;40;2457134;EUR;1439168896;ATH;DE;FRA;5.89
KLWY29;1436852096;L;40;2457092;USD;1436581120;NAT;BR;GRU;0.19
C0G9RR;1440342912;nan;40;2457130;USD;1438766976;BCN;ES;CCS;0.37
URUWNQ;1438700416;nan;40;2457225;EUR;1439257088;MUC;DE;CDG;0.12
XKADNC;1446884480;nan;40;2457232;EUR;1445554816;STR;GR;TRD;3372.83
0Z5CII;1398014080;nan;40;2456768;EUR;1396082560;TLS;FR;ORY;0.03
LNCTCW;1435983104;nan;40;2457245;EUR;1435518464;ATH;GR;ATH;452.25
A6T2LT;1428099456;nan;40;2457054;EUR;1427467392;OPO;FR;ORY;0.04
9VDPQN;1438126848;nan;40;2457128;AUD;1437311872;LHR;SA;CAI;18.97
N7TF30;1434963328;L;40;2457156;EUR;1435387008;KIX;FR;BCN;3.22
18L804;1433053952;B;40;2457144;EUR;1432898560;LPA;ES;BCN;0.88
304APA;1443756160;L;40;2457042;EUR;1438186112;CDG;FR;RUH;3.82
B9LJGC;1434700416;nan;40;2457170;BRL;1434528512;BUD;BR;POA;35323.74
1QCZC5;1442136320;L;40;2457124;GBP;1439995264;OPO;GB;LHR;4403.81
P933H0;1447308032;B;40;2457264;EUR;1445451776;SAL;IT;MXP;0.01
DTLJJU;1451750912;nan;40;2457269;BRL;1451034624;AMS;BR;GRU;40.86
0RKWPL;1438090368;nan;40;2457181;EUR;1437063040;HAN;FR;CDG;1.4
RACTZA;1427139072;L;40;2456954;NOK;1424217088;BGO;NO;TRD;299.0
VWZEYD;1450292480;nan;40;2457283;EUR;1448611840;GIG;FR;LIS;6.47
J3IF1Y;1437003904;B;40;2457223;INR;1437339520;SXF;US;ORD;0.86
AYPIUE;1445239040;nan;40;2457121;CAD;1441300224;HAN;US;CDG;7.14
RZBN5G;1441096448;nan;20;2457240;USD;1441056512;LAX;US;DOH;2.0
MVWGO3;1435496064;nan;40;2457199;AED;1434777856;MAD;DZ;MEX;395.18
D74IDB;1443840896;nan;40;2457236;USD;1442804480;YYC;CA;LAX;0.06
77NVKS;1422283904;nan;40;2456838;CHF;1418820480;OPO;CH;GVA;0.01
RTMMX6;1404101760;nan;40;2456791;XOF;1402817152;MUC;GB;LHR;0.64
8I8QM9;1441141888;nan;40;2457270;EUR;1437330176;TLS;DE;SXF;0.09
XA1NZP;1443688320;nan;40;2457138;EUR;1438747904;LED;IT;ORY;2.25
T0VZQ7;1437088128;nan;40;2457143;NOK;1434354304;VAN;ES;BCN;0.01
MN2DDC;1433463040;nan;40;2457128;EUR;1435523456;PDL;PT;LIS;0.01
9JABVR;1433312640;L;40;2457063;EUR;1432937728;KBP;FR;ORY;0.03
7S60G1;1427714944;nan;40;2456986;EUR;1423991680;ATH;AT;HEL;0.03
VOTQ53;1407575040;nan;40;2456927;EUR;1406266880;ORY;FR;ORY;0.02
D04VL8;1451913600;nan;40;2457200;EUR;1447639296;TLV;FR;CDG;15.33
IOENWB;1439953792;nan;40;2457176;ZAR;1441357184;CPT;ZA;JNB;0.07
52NEQP;1439889536;nan;40;2457110;USD;1440094848;IMT;US;SDQ;0.01
CAZOMI;1408003456;nan;30;2456726;AED;1408059136;AMM;AE;DXB;4429.25
Q9FZY2;1403014912;L;40;2456756;NOK;1401740928;ATH;NO;CDG;1687.03
8EY2OH;1432824320;nan;40;2457161;GBP;1432000256;ATH;SE;SVO;173746.89
RAALTV;1438252928;L;40;2457080;EUR;1434633344;NCE;RU;ARN;110.47
8YCWF3;1439211520;nan;40;2457210;SAR;1438309632;MNL;SA;JED;0.46
L4BMGB;1436803200;B;40;2457164;GBP;1436862208;KTM;DK;CPH;0.07
YQK2UN;1441866880;nan;40;2457165;SAR;1442183424;MNL;JP;NRT;0.11
8RYZWY;1441924224;nan;40;2457263;EUR;1438882048;MAD;DE;MUC;0.67
VUMD0F;1437956736;nan;40;2457199;EUR;1436713216;SAW;DE;FRA;4403.81
L0J65D;1445746560;nan;40;2457219;EUR;1441740928;PMI;DE;DME;319.68
CI08RR;1437992064;B;40;2457205;EUR;1437928192;ORY;FR;CDG;0.01
GHRY8A;1442502144;nan;40;2457228;CZK;1443392896;ATH;GR;ATH;5670.9
SD9DYY;1425056512;nan;40;2457117;BRL;1427159424;EZE;BR;GRU;4403.81
VMA01M;1443445248;nan;40;2457221;EUR;1443351296;JED;SA;CAI;0.1
IPLHCE;1439203712;nan;40;2457185;EUR;1439614976;KIX;CZ;MEX;71.47
ZP4TI0;1446303616;nan;40;2457199;EUR;1443813888;BIA;FR;ORY;0.02
OAO9T3;1438711040;nan;40;2457083;GBP;1436229760;EDI;GB;LHR;1450.36
82S4HO;1441651840;nan;40;2457297;EUR;1444937344;BKO;ES;BCN;4.03
IBE7UH;1415178624;nan;40;2456833;BRL;1411805952;NCE;BR;LHR;0.02
WVL4DG;1431875584;nan;40;2457068;USD;1427915648;LIM;PT;BCN;3.61
EISLP9;1411569920;nan;40;2456855;SEK;1410131456;AMS;SE;ARN;0.01
T7CLV9;1405924096;nan;40;2456789;AUD;1407424896;ATQ;AU;SYD;0.15
9F890G;1411931904;nan;40;2456941;EUR;1411098752;AMS;BE;LGW;0.09
LPC9F2;1438578432;nan;40;2457234;SAR;1440899584;JED;SA;RUH;4403.81
6T335Q;1449171968;nan;40;2457346;EUR;1448755456;PMI;DE;HAM;0.02
3FFA3T;1446633472;L;40;2457296;USD;1446081792;BEY;AE;AUH;0.42
XOWF29;1442799488;nan;40;2457202;EUR;1443128704;LJU;FR;FCO;0.35
3RL5OD;1420968192;nan;30;2456946;GBP;1421186048;CPH;FR;LHR;0.58
9CMOTD;1428942720;L;40;2457020;BRL;1425794816;JED;BR;GRU;0.01
TKAQ1C;1411431168;L;40;2456758;EUR;1410761216;SCL;FR;CDG;3.09
QD6KAX;1431814400;nan;40;2456987;AUD;1428515840;LHR;AU;HAM;0.11
BNBCHN;1444354560;B;20;2457248;INR;1445313536;JFK;CA;YYZ;0.02
4IRRKD;1437829632;nan;40;2457211;BRL;1438926464;CNF;BR;CGH;0.02
6D21DS;1426277248;nan;40;2456920;SAR;1419970816;DAC;SA;RUH;9139.07
C7CRYS;1438997120;nan;40;2457124;EUR;1436587520;PEI;RU;SVO;12441.02
GM5ZR9;1452259328;nan;40;2457346;DKK;1449191680;LCA;DK;CPH;2.54
T2LNCE;1440255360;nan;40;2457199;SAR;1441411072;COK;SA;SCL;51.99
0EP03B;1407334784;nan;40;2456692;EUR;1402493952;KBP;DE;FRA;0.01
HG5LXA;1442529792;nan;40;2457205;SAR;1440461952;SOF;SA;JED;1861.24
16N86V;1407690880;nan;40;2456973;COP;1410106496;WAW;PL;PRG;0.64
2LD3WA;1421194624;nan;40;2457008;EUR;1421977344;DKR;GR;KEF;25.06
YB8JUS;1431161856;nan;40;2457100;GBP;1430032768;KIX;VE;CCS;327.73
QX9A9B;1433120384;nan;40;2457147;SAR;1433503104;RUH;SA;RUH;4714.97
G246LB;1413190912;nan;40;2456999;SEK;1414921984;LJU;NL;PRG;0.04
YII9P6;1438081408;nan;40;2457226;USD;1441934208;EZE;CO;BOG;9.83
R9YI7F;1440732672;nan;40;2457148;USD;1440909312;SCL;US;GRU;4403.81
X9VY5D;1429223296;nan;40;2457039;USD;1423112576;SAL;US;XOP;0.12
379CPM;1440866048;nan;40;2457187;EUR;1439979520;FRA;GR;BCN;0.36
EX1QGB;1416363264;nan;40;2456675;DKK;1411929088;CDG;DK;CPH;0.2
SK8EHH;1448168704;L;40;2457376;DKK;1449266560;LAD;DK;LIS;2.21
FQO6A2;1414083456;nan;40;2456961;EUR;1414260608;EDI;FR;QBB;29523.23
I5QFRH;1445947776;B;40;2457282;EUR;1446452864;CDG;ES;ACE;0.65
LHXJD7;1436290432;nan;40;2457177;EUR;1435735424;KIX;CY;ELQ;10.02
FCIZCQ;1444695168;nan;40;2457146;EUR;1442088192;IST;ES;VCE;4403.81
M7D10O;1443098112;nan;40;2457227;EUR;1441470464;ATH;DE;VIE;0.18
JTBN6O;1437546112;nan;40;2457199;NOK;1435908864;OSL;NO;BGO;102.97
RU81HC;1422489344;nan;30;2457021;EUR;1420889344;RUN;DE;DUS;0.01
0HHGSN;1432077696;L;40;2456843;EUR;1426343936;DME;IT;MAD;5.32
NQ18MB;1437827712;nan;40;2457151;XOF;1438878464;HRE;FR;JNB;421.39
DFQRUZ;1436820224;nan;40;2457067;XOF;1437272704;BLQ;ZA;JNB;1.13
OZZRIB;1440449152;nan;40;2457202;EUR;1440175104;RIX;FI;HEL;1.03
SXOGE4;1443324928;nan;40;2457252;EUR;1444634496;PTP;PT;ORY;5646.75
VTMJS1;1444265728;B;30;2457278;USD;1443913216;BOM;IL;RIX;12.38
QLWQOP;1420281088;nan;40;2456963;EUR;1421300480;LHR;DE;ORY;5.63
3FGA69;1438728192;nan;40;2457128;AUD;1436736896;LHR;AU;JED;4.29
P39NNP;1447634944;nan;20;2457233;EUR;1445169536;LIS;ES;MUC;0.55
SGXVTR;1440543104;nan;40;2457195;USD;1441978624;LHR;IL;TLV;0.36
XACLKC;1449360640;B;30;2457281;INR;1449048064;SCL;US;LHR;0.53
32SD2Z;1403710720;nan;40;2456674;GBP;1401434112;VCE;HR;ZAG;2.09
NAOVN3;1404066688;L;40;2456721;EUR;1404162176;TFN;ES;MAD;0.02
SAQM01;1480295424;L;40;2457482;DKK;1479038848;CDG;DK;CPH;4.72
EMXHWV;1436796032;nan;40;2457108;EUR;1437201792;LAD;GR;LIS;0.11
8PYT22;1447658624;nan;40;2457204;CAD;1446368256;CAN;CA;GOT;0.01
5RHHUA;1445031680;nan;40;2457325;NOK;1445623808;OSL;NO;BDU;1.27
2MWJ8N;1434494208;nan;40;2457139;EUR;1432985728;ZRH;GR;GVA;0.21
DMCT37;1442966656;nan;40;2457218;EUR;1443622016;ZAG;SE;ARN;61.9
G1AXX8;1412994816;nan;40;2456869;NOK;1411552128;BGO;NO;OSL;0.01
CZWFCP;1421032576;nan;40;2457043;SEK;1419385856;PVG;CA;WRO;0.03
D7YM1O;1442256768;nan;40;2457289;EUR;1442915584;LIN;HR;ZAG;2.06
PNI4BY;1406785152;nan;40;2456864;USD;1406339456;SAL;VE;CCS;6.96
0JCW2J;1413273728;nan;40;2456900;EUR;1412720896;BEY;GR;ATH;8.58
2E2GI6;1440240512;nan;40;2457198;EUR;1440369024;KBP;UA;MAN;1.2
1BXNHZ;1448943872;nan;40;2457344;EUR;1448888704;SVG;NL;AMS;0.01
8BLWZI;1437624576;nan;40;2457190;EUR;1440220288;PTP;FR;ORY;1.8
L4KPSN;1431877888;nan;40;2457133;SAR;1429298048;VCE;SA;LCA;1722.25
UGCSQI;1405486720;nan;40;2456817;EUR;1403919744;MAD;ES;BIO;2.97
61JJ3E;1418156800;nan;40;2456978;SEK;1415157120;MUC;SE;ARN;0.01
440MC4;1416712064;nan;40;2456749;EUR;1413015296;ATH;DE;FRA;0.01
SVCQHG;1438611072;nan;40;2457205;GBP;1439922944;LHR;GB;PRG;87.01
QTQIJ9;1402512768;nan;40;2456817;EUR;1402723840;CWB;QA;MXP;0.02
M8XX90;1422529280;nan;20;2457027;GBP;1424398208;MJT;GB;LGW;0.13
ZINK5I;1443438464;B;40;2457152;SEK;1442055552;CDG;SE;AGH;0.01
B92715;1445638016;B;30;2457228;CZK;1445872256;VCE;IT;LIN;0.11
ETG1TX;1439513088;nan;40;2457218;EUR;1440516608;VLC;ES;IBZ;76725.38
NKTT20;1414656768;L;20;2456803;EUR;1414353152;CDG;DE;DUS;0.03
WCLL3V;1442964864;nan;40;2457246;USD;1441345792;CDG;SA;JED;0.04
PLZCNC;1415726080;nan;40;2457010;RSD;1415202304;VNO;LT;VNO;0.2
E6AQAH;1424544128;L;40;2456993;EUR;1424671616;ATQ;IT;MXP;0.02
3YJTGF;1438120704;nan;40;2457232;EUR;1441693952;MUC;ES;PRG;0.56
4G98F2;1443930368;nan;40;2457183;EUR;1438733056;LGA;ES;MAD;0.45
H6JIF6;1412447232;nan;40;2456714;USD;1410435968;JFK;CH;TLV;0.01
3AS54L;1438324480;nan;40;2457164;EUR;1440369408;LHR;GR;ATH;22.97
3YWMV0;1450926208;nan;40;2457001;EUR;1446205824;LAX;DE;MUC;12242.36
WLT7GA;1442707712;L;40;2457254;ARS;1444827008;JFK;AR;EZE;0.01
6DXTZX;1448853376;nan;40;2457352;EUR;1446290944;LIM;ES;GRX;0.02
RX02VQ;1442068864;nan;40;2457216;SEK;1440301824;CDG;FR;ARN;0.06
N9MZGK;1438138752;nan;40;2457136;USD;1437435392;JNB;GB;CPH;0.38
X2L6AS;1447574272;nan;40;2457309;CZK;1448592512;LHR;IL;TLV;0.04
XGQ617;1435293696;nan;40;2457156;EUR;1434009344;ATH;GR;SVO;462209.19
A3DE1A;1467424384;nan;30;2457412;NOK;1465241216;OSL;NO;OSL;4403.81
H39ZAD;1441368448;nan;40;2457210;DKK;1441602048;ARN;DK;CPH;0.01
RPH7C5;1436229120;nan;40;2457164;GBP;1438138240;LHR;GB;LTN;50.85
X94EUB;1428345728;nan;20;2457127;EUR;1430034688;ZRH;QA;BCN;0.1
ZYAL9Y;1430048768;nan;40;2457062;USD;1429343872;LHR;IL;TLV;18008.73
P0X5XU;1463091968;B;30;2457447;NOK;1462614528;KBV;NO;OSL;4403.81
Y21O0P;1455836288;nan;40;2457303;INR;1454051584;CDG;FR;LHR;0.1
A540CJ;1407574144;nan;40;2456842;DKK;1407593600;ATH;DK;CPH;112.49
S1UA1I;1408715776;nan;20;2456889;SAR;1410175488;BEY;LB;CAI;621.48
U9VXAK;1420621056;nan;40;2457026;DKK;1417334400;NBO;DK;WAW;0.02
G5OID4;1439920256;nan;10;2457164;USD;1439085056;LIS;BR;GRU;147.78
GZNZQS;1405173504;nan;40;2456817;ZAR;1406866560;JMK;ZA;LIS;0.06
EOVPL1;1445209344;nan;40;2457108;EUR;1443829120;PMI;ES;GRX;0.19
NGBFFI;1438577664;nan;40;2457086;EUR;1437550848;LIN;FR;CDG;0.01
GT3EIG;1440990848;nan;40;2457194;BRL;1440973312;GIG;BR;GIG;0.01
81WXO4;1428135680;nan;40;2457117;DKK;1429200128;BRU;DK;JFK;1.32
34C2EU;1445196032;L;40;2457009;USD;1441668864;LIS;BR;GRU;4403.81
WF4Q60;1461746176;B;40;2457448;EUR;1462066560;VCE;AT;ZRH;0.01
FYO4PG;1441004672;nan;40;2457195;EUR;1439114112;LAX;FI;HEL;0.04
EXE112;1414741376;nan;10;2456938;ZAR;1414904832;OPO;ZA;JNB;0.02
5YDO4Y;1436522112;nan;40;2457051;SEK;1433226752;CDG;SE;GOT;2.48
W98A8A;1442747904;nan;40;2457243;SAR;1441904640;JED;SA;RUH;7111.47
UC0B84;1401423232;nan;20;2456722;GBP;1403028096;PVG;GB;LGW;0.04
33K019;1439012224;nan;40;2457212;EUR;1436713728;CGN;DE;DUS;4403.81
ZQEVRJ;1443720064;L;40;2457195;EUR;1443896064;NCE;FR;MRS;53.98
H98UKX;1438899584;nan;40;2457094;AUD;1439234432;LHR;AU;PER;0.76
385CT1;1403490688;nan;40;2456998;EUR;1402937344;FCO;GR;SOF;8535086.0
HVNN27;1436479872;B;20;2457119;CHF;1436971264;SZG;CH;ZRH;4403.81
4VHZNC;1409844608;nan;40;2456881;EUR;1410987264;ATH;FR;CDG;120.2
PGH7YF;1446067584;nan;40;2457178;EUR;1442205312;TFN;ES;MAD;0.61
87H1DZ;1444349696;nan;40;2457188;EUR;1443818112;WNZ;FR;CDG;0.35
WDYQ1B;1442046336;nan;30;2457102;SGD;1441417216;MNL;ZA;JNB;2.59
Q0X94H;1445665152;nan;40;2457258;EUR;1443949568;FCO;US;OTP;1421.39
HF7C7N;1442186752;nan;40;2457216;CZK;1442264704;TLL;LV;CPH;14.75
IW5YIX;1446627328;nan;40;2457239;GBP;1445525248;VCE;GB;MAN;0.02
GJLGB8;1455967232;nan;40;2457318;EUR;1454663680;BEY;FI;DOH;108.57
DDOVWC;1437325440;nan;40;2457162;SAR;1433810304;JED;SA;JED;0.13
AI3L1B;1411621632;nan;40;2456781;GBP;1410323072;LCY;GB;LHR;4403.81
AZZXJ0;1432975488;nan;40;2457091;SAR;1427455744;DAC;SA;RUH;6.74
R52TJ0;1423656064;nan;40;2456987;HUF;1425234048;PDL;PT;LIS;0.5
9491L6;1424901632;nan;40;2457122;USD;1427470208;JTR;PT;LIS;0.51
6AZ920;1439405056;L;40;2457163;XOF;1437764864;MNL;LV;RIX;4.98
R6DBGJ;1442164608;nan;40;2457187;EUR;1442421120;CDG;FR;CAI;4.26
RZVST2;1437987072;nan;40;2457163;EUR;1439040768;AOR;CY;HAV;0.01
YHOO6V;1440486144;nan;40;2457214;USD;1440510208;ARN;IL;DXB;3.05
EUL4NT;1434748416;nan;40;2457069;EUR;1430492800;EDI;FR;HAM;9.68
5UHXBQ;1398973184;nan;30;2456702;EUR;1399547392;MUC;IT;FCO;145450.14
0MDGLZ;1414400256;nan;40;2457046;EUR;1410081664;FCO;UA;IST;0.01
LYB2XQ;1436909568;nan;40;2457267;BRL;1439036800;ATH;GR;SVO;232.34
Z413OG;1438807680;nan;30;2457210;DKK;1438922880;RIX;DK;CPH;19.69
Q0DHJX;1441648640;nan;40;2457196;EUR;1439112576;CDG;FR;MSQ;3795.43
